medio,titulo,fecha,categoria_original,texto,url,categoria_predicha,palabras_criticas,sentimiento,es_alerta,nivel_alerta
TVN,"tenia mas de 50 disparos, dice madre de opositor muerto en venezuela en 2018",2026-06-17,mundo,""" mi hijo tenio mas de 50 perforación en el cuerpo "" , aseguro el madre de uno opositor venezolano que murio junto con otro seis persona en uno operativo de el policia en 2018 , durante uno audiencia el miercol en el corte interamericán de derechos humanos ( corte idh ) . 
 el tribunal buscar determinar el responsabilidad del estado venezolano por el presunto "" ejecución extrajudicial "" de este persona , que formar parte de uno grupo opositor al entonces presidente nicola maduro , ahora preso en estados unidos . 
 "" el muerte de él ser horrible , mi hijo tenio mas de 50 perforación en el cuerpo y laceración con arma blanco "" , declarar ante el juez zeila agostini , madre de abraham agostini ( 33 ano ) , uno de el fallecido . 
 "" casi todo teniar disparo de gracia en el cabeza "" , anadar el mujer exiliado en costa rico , donde este el sede de el corte idh . 
 el "" movimiento equilibrio nacional "" , del que hacia parte agostini , ser liderar por oscar perez , uno expiloto de el policia judicial venezolano . 
 perez , de 36 ano , protagonizo incidente armado antes de ser abatir el 15 de enero de 2018 en uno zona montanós en el afuera de caraca . transmitio en su red social parte del operativo policial en el que morir el y el otro integrante del grupo . 
 el 27 de junio de 2017 , en medio de protesta contra maduro que dejar uno 125 muerto , el piloto y actor aficionado lanzo uno explosivo sobre el tribunal supremo de justicia desde uno helicoptero y disparo hacia el ministerio de interior en el centro capitalino . 
 luego de ese ataque , que no dejar victima , publico video en el que pediar el renuncia de maduro acompanado de hombre armado . 
 tras mes en el clandestinidad , en diciembre de 2017 uno comando dirigido por el robo 26 fusil kalashnikov y munición en el norte del pais , de él cual tambien difundio video . 
 en el audiencia sobre el llamado "" masacre de el junquito "" , zeila agostini relato que el cuerpo de el fallecido "" estar completamente destrozado "" . "" esperar justicia de parte de tú . en mi pais no haber justicia "" , subrayo . 
 el madre de perez no poder asistir a el audiencia por problema de salud , segun el abogado alfredo romero . 
 por su parte , angelita baeyens , del kennedy human rights center , que asesorar a el fallecido , reiterar que el accion contra el piloto y su companero ser uno "" asesinato extrajudicial "" , cuyo objetivo ser "" aniquilar a este grupo que ( ... ) habia adquirido uno posicion notorio en venezuela "" . 
 baeyens denuncio que en el video difundido por perez en tiempo real este manifesto su intencion de "" rendir él "" , pero el operativo continuo . 
 tras el hecho "" poder verificar el detencion arbitrario de al menos 26 persona vinculado a el victima , seis de el cual denunciar haber sufrir tortura extremo , colgamiento , paliza , descarga electrica , mutilación en el planta de el pie y negacion deliberado de atencion medico "" , agrego baeyens .",https://www.tvn-2.com/mundo/tenia-50-disparos-dice-madre_1_2246605.html,politica,1,negativo,True,baja
TVN,ryan reynolds: la historia detras de la compra de su equipo de futbol: el wrexham,2026-06-17,entretenimiento,"el llegada de ryan reynolds y rob mcelhenney al futbol profesional transformar el destino del wrexham afc , uno historico club gal que pasar de competir lejos de el grande foco mediatico a convertir él en uno referencia internacional dentro y fuera del terreno de juego . 
 el operacion él concretar oficialmente en 2021 , aunque el conversación comenzar mes antes . ambos actor analizar diferente posibilidad de inversion deportivo con el objetivo de encontrar uno institucion con tradicion , identidad propio y potencial de crecimiento . ser entonces cuando aparecer el nombre del wrexham afc , uno entidad fundado en 1864 y reconocido como uno de el ma antiguo del futbol profesional . 
 en aquel momento , el club atravesar uno etapa complejo . competia en el national league , el quinto categoria del sistema futbolistico ingl , y ser administrar por el wrexham supporters trust , uno organizacion integrado por aficionado que habia asumido el control de el institucion uno decado antes para garantizar su supervivencia . 
 el propuesta presentado por reynolds y mcelhenney desperto inter inmediato entre el seguidor . sin embargo , el venta no podiar concretar él sin el aprobacion de el miembro del fideicomiso . tras uno votacion que registro uno amplio respaldo , el transferencia ser autorizar y el proceso culmino oficialmente en febrero de 2021 . 
 el adquisicion estar acompanado por uno inversion inicial superior a el 2.5 millón de dolar , recurso destinado a fortalecer el estructura financiero y operativo del equipo . el nuevo propietario impulsar cambio administrativo , reforzar area estrategica y promover uno vision a largo plazo orientado tanto al crecimiento deportivo como al desarrollo institucional . 
 tú poder interesar : mundial 2026 : dirigente mexicano perder su cargo tras gesto racista captado en pleno partido 
 tú poder interesar : menudo anunciar gira mundial por su 50 aniversario y reune a iconico integrante 
 desde el comienzo , ryar reynolds dejar claro que el proyecto no consistia unicamente en comprar uno club . su intencion ser involucrar él en el historia y el cultura de el comunidad local . en uno de su declaración mas recordada explico : ser uno de el club de futbol mas antiguo del planeta , ser uno ciudad trabajador lleno de gente increiblemente apasionado e interesante ... no pretend ser el mas listo de el sala ; haber gente en wrexham que saber mas de futbol de él que yo jama sabrir . 
 aquel filosofia él convirtio en uno de el pilar de el nuevo gestion . lejos de imponer decisión sin consultar a quien conociar el realidad del club , el propietario buscar integrar a el comunidad en el proceso de transformacion . ese estrategia fortalecio el vinculo con el aficionado y permitio mantener el identidad historico de el institucion . 
 paralelamente , él desarrollo uno ambicioso estrategia de comunicacion internacional . uno de el movimiento mas importante ser el creacion de el serie documental welcome to wrexham , uno produccion que comenzo a emitir él en 2022 y que mostro el funcionamiento interno del club , el decisión empresarial de su dueno y el impacto social generado en el ciudad galés . 
 el repercusion del documental impulso el reconocimiento global de el marca wrexham y atraer nuevo seguidor en mercado donde anteriormente el club ser practicamente desconocido . el crecimiento de el audiencia internacional tambien favorecio el llegada de acuerdo comercial y oportunidad de patrocinio . 
 mientras aumentar el atencion mediatica , el resultado deportivo comenzar a acompanar el proyecto . el temporada 2022-2023 marco uno punto de inflexion cuando el equipo consiguio el ascenso a el league two tras finalizar como lider de el national leagar . el logro poner fin a ano de espera y confirmar que el apuesta de el nuevo propietario comenzar a traducir él en exito dentro del campo . 
 adema de su papel como inversor , tanto reynolds como mcelhenney haber mantener uno participacion activo en el vida institucional del club . el actor canadiense haber destacar en numeroso ocasión el potencial del proyecto , mientras que su socio haber realizar frecuente visita a gal para asistir a partido y actividad comunitario . 
 a poco ano de el compra , el wrexham afc él haber convertir en uno ejemplo de como uno combinacion de inversion , identidad local , planificacion estrategico y visibilidad global poder cambiar el rumbo de uno institucion historico . él que pareciar uno apuesta arriesgado termino transformar él en uno de el historia de exito mas llamativo del futbol moderno .",https://www.tvn-2.com/entretenimiento/cine-y-tv/ryan-reynolds-historia-detras-compra-equipo-futbol-wrexham_1_2246463.html,nacionales,0,positivo,False,sin alerta
TVN,bad bunny cierra su exitosa gira en espana disfrutando de su gastronomia,2026-06-17,entretenimiento,"el artista puertorriqueno bad bunny cerro su paso por el capital con uno ultimo aparicion publicar antes de continuar su gira internacional , poner punto final a uno serie de concierto que marcar uno record de asistencia y consolidar su posicion como uno de el mayor figura de el musica urbano a nivel mundial . 
 el interprete de exito global como titi yo preguntar , dakiti y yo perreir solo ofrecio el ultimo de el diez concierto programado dentro de su gira debi tirar mas foto en el estadio metropolitano . durante mas de dos semana , madrid él convirtio en el epicentro de el actividad del cantante , que lograr llenar cada uno de su presentación y atraer a ciento de mil de seguidor proveniente de distinto punto de espana y otro país . 
 el magnitud del fenomeno quedo reflejado en el cifra de asistencia . el diez espectaculo registrar entrada agotado y reunir a mas de 640000 espectador , uno marca que confirmar el enorme impacto del artista en el mercado europeo . el serie de concierto tambien conto con el presencia de numeroso personalidad del entretenimiento , el cine , el red social y el cultura popular , que acudir para disfrutar de uno de el evento mas comentado del verano . 
 entre el asistente destacar figura como ester exposito , penelope cruz , noah schnapp , paco leon , carmen machi y dulceido , quien él sumar al ambiente festivo que rodeo cada uno de el presentación del cantante . 
 a pesar de el expectativa generado por su permanencia en el ciudad , bad bunny opto por mantener uno perfil discreto durante gran parte de su estancia . fuente cercano al entorno del artista senalar que prioracer el descanso y el preparacion de su espectaculo , limitar al maximo su aparición fuera de el compromiso relacionado con el gira . 
 durante ese dia , benito antonio martinez ocasio , nombre real del cantante , él hospedar en uno exclusivo suite de uno de el hotel mas prestigioso de el capital espanolo . el alojamiento contar con servicio personalizado y espacio disenado para garantizar privacidad , comodidad y recuperacion fisico entre concierto y concierto . 
 tú poder interesar : bonnie tyler mostrar senal de recuperacion tras coma inducido 
 tú poder interesar : drakir bell enfrenta investigacion en mexico por presunto extorsion 
 sin embargo , antes de abandonar madrid , el artista realacer uno ultimo actividad que no pasar desapercibido . el cantante decidar disfrutar de uno experiencia gastronomico en el restaurante de uno de el hotel de lujo mas emblematico de el ciudad , uno visita que rapidamente llamar el atencion de curioso y medio de comunicacion . 
 él que mas sorprendio ser el atuendo elegido para el ocasion . en medio de temperatura superior a el 30 grado centigrado , el musico aparecio con uno chaqueta de algodon con capucha y cremallera , acompanado de uno camisa de raya claro , camiseta blanco , pantalón holgado y uno llamativo sandalia rojo . el conjunto ser complementar con grande gafa oscuro , uno accesorio que reforzar su intento de pasar inadvertido . 
 aunque el cantante evito realizar declaración publica durante este salida , el imagen él difundar rapidamente en red social , donde mil de usuario comentar tanto su estilismo como el sencillez con el que decidir despedir él de el capital espanolo tras uno serie de actuación historica . 
 el gira debi tirar mas foto continuaro ahora su recorrido por europa . el proximo compromiso de bad bunny este programado en el ciudad de dusseldorf , donde retomar uno agenda que seguir generar gran expectativa entre su seguidor . 
 con diez concierto completamente agotado , cifra record de asistencia y uno repercusion mediatico extraordinario , el paso del artista por madrid quedar registrado como uno de el capitulo mas exitoso de su carrera . el combinacion de convocatoria masivo , impacto cultural y presencia internacional convirtio este presentación en uno acontecimiento que trascendar el ambito musical y reafirmar el alcance global de el estrella puertorriquén .",https://www.tvn-2.com/entretenimiento/musica/bad-bunny-cierra-exitosa-gira-espana-disfrutando-gastronomia_1_2246488.html,nacionales,0,positivo,False,sin alerta
TVN,sean penn dirigira pelicula sobre un policia en el ataque al capitolio de eeuu,2026-06-17,entretenimiento,"el angel , estados unidosel tres vez oscarizado ser penn dirigirar uno cinta sobre uno policia que él ver atrapado en el ataque al capitolio estadounidense el 6 de enero de 2021 , informar medio local este martes . 
 el pelicula abordarar el vida de este policia , que podriar ser encarnar por el actor bradley cooper , segun el publicacion especializado deadline . 
 el produccion de el cinta , cuyo guion tambien estar a cargo de penn , este previsto para mediados de 2027 . 
 el representante de penn no responder de inmediato a afp . 
 el ataque al capitolio ocurrio cuando mil de simpatizante de donald trump invadir el congreso cuando él ir a certificar el victoria electoral del democrata joe biden , quien habiar derrotado en el presidencial de 2020 al republicano . 
 el insurreccion , que conmocionir a estados unidos y al mundo , él volver parte del debate politico nacional . 
 trump , quien nunca reconocio el derrota electoral , negar su responsabilidad en el ataque y calificar a el manifestante como "" patriota "" . 
 tú poder interesar : javier bardem inmortalizar su huella en hollywood 
 penn , conocido por su vena politico y social , con posición mas alineado con el izquierda , acudio a el audiencia publica del comite legislativo que investigar el insurreccion . 
 en aquel epoca , al actor él él fotografio sentado junto a oficial que él enfrentar al ataque , tal como michael fanone y daniel hodges . 
 fanone hablo en el audiencia y en numeroso entrevista sobre el traumatico momento que viver el 6 de enero . 
 el oficial escribio el libro "" hold the line : the insurrection and one cop's battlir for america's soul "" , sobre él que viver durante el dramatico ataque en washington . 
 de momento , no haber ser revelar el identidad del policia que inspirar el cinta . 
 de acuerdo con medio local , el proyecto pertenecer a warner bro . 
 el legendario estudio y su matriz warner bro . discovery este ser adquirir por paramount skydance , cuyo director ejecutivo , david ellison , ser hijo de larry ellison , considerado proximo a trump . 
 warner bro . estar a cargo de "" uno batalla tras otro "" , ganador del oscar a el mejor pelicula del ano , y que él dar a penn en marzo su tercer premio de el academia .",https://www.tvn-2.com/entretenimiento/cine-y-tv/sean-penn-dirigira-pelicula-policia-asalto-capitolio-estados-unidos_1_2246489.html,politica,0,neutral,False,sin alerta
TVN,oliver tree y gaspi: productor revela como se salvo de morir en el accidente,2026-06-17,entretenimiento,"en medio del impacto por el muerte de seis persona tras el colision de dos helicoptero en rio de janeiro , surgir el testimonio de dos figura cercano a el victima que estar a punto de formar parte del vuelo fatal , pero que finalmente no abordar el aeronave debido a cambio de ultimo momento en su plan . 
 entre él él encontrar thiago alcantarar , conocido en red social como iae break , uno de el creador de contenido mas popular de brasil , asi como el productor musical wao ( victor wao ) . ambos habiar ser invitar a participar en el recorrido aereo que termino en desastre , pero circunstancia ajeno a el emergencia él impedir subir a bordo . 
 el accidente dejar seis victima mortal , entre él el musico estadounidense oliver tree , el creador de contenido argentino gaspi y el director audiovisual argentino luca vignale . el noticia provoco uno ola de mensaje de condolencia y homenaje en distinto país . 
 a trav de uno video publicado en su plataforma digital , iae break , quien acumular cerca de tres millón de seguidor , compartio su conmocion al conocer él sucedido . el influencer explico que tener previsto participar en el actividad junto a oliver tree , pero uno obligacion previamente programado cambio por completo el rumbo de el acontecimiento . 
 tú poder interesar : mundial 2026 : dirigente mexicano perder su cargo tras gesto racista captado en pleno partido 
 tú poder interesar : menudo anunciar gira mundial por su 50 aniversario y reune a iconico integrante 
 durante su mensaje recordo el intencion del artista estadounidense de acercar él al publico brasileno y destacar el vinculo que habiar construido durante su visita al pais . en su testimonio afirmo : oliver ( tree ) venir a brasil para conectar con el brasileno , quien , segun el , teniar uno energia similar a el suyo . incluso él suponer que yo estariar hoy en el helicoptero , en este accidente ; yo invitar , pero no poder ir porque tenia uno compromiso previo . 
 el palabra del creador de contenido reflejar el impacto emocional que él producir enterar él de el muerte de su amigo . tambien aprovechar para rendir él homenaje y recordar alguno de su cualidad personal . en ese sentido , expreso que oliver tenia uno corazon enorme , uno frase que rapidamente él viralacer entre seguidor y admirador del musico . 
 el historia de iae break no ser el unico marcado por uno coincidencia que termino evitar uno tragedia personal . el productor musical wao , tambien cercano a oliver tree , revelo que estar incluido en el plan de viaje y que su ausencia él definio apenas momento antes del despegue . 
 a trav de su red social , compartio uno emotivo mensaje dirigido a quien perder el vida en el accidente . alli recordo que inicialmente ir a ocupar uno lugar en uno de el aeronave involucrado . 
 en su publicacion escribio : él suponer que yo deber estar tú en ese helicoptero y no ir en el ultimo segundo . 
 el productor tambien relato uno conversacion que sostener con oliver tree antes del viaje . segun explico , el cantante conocio su temor a volar en helicoptero y buscar uno alternativa para facilitar su desplazamiento . 
 por él recordar el palabra que recibio de su amigo : yo dijistir que ya que yo tener miedo ( de viajar en helicoptero ) , yo habiar conseguir uno auto que yo llevar a angra ( do reis ) y otro persona ir en mi lugar . 
 de acuerdo con el versión difundido tras el accidente , el persona que termino ocupar ese espacio habrio ser luca brito chav , conocido artisticamente como luca frota , quien figurar entre el victima mortal . 
 profundamente afectado por el noticia , wao cerrar su mensaje con uno despedida cargado de emocion hacia su amigo fallecido : ahora yo tú debo el vida hermano . no él él que hacer en este momento . tú querer muchisimo , hermano . nunca tú olvidarar luca . era luz puro . 
 el testimonio haber anadir uno dimension aun mas conmovedora a uno tragedia que continuar generar repercusión en el industria musical , el mundo digital y el comunidad de seguidor que hoy lamentar el perdida de varios figura reconocido .",https://www.tvn-2.com/entretenimiento/oliver-tree-gaspi-productor-revela-como-se-salvo-morir-accidente_1_2246454.html,nacionales,5,positivo,True,media
TVN,mundial 2026 cristiano ronaldo se quedo con las ganas de dejar huella en el debut de su sexta copa del mundo,2026-06-17,deportes,"estado unidoscristiano ronaldo no pasar del empate a uno gol en el debut mundialista de portugal , en uno partido en el que el astro luso no brillo ni marco , todo él contrario que su alter ego , el argentino lionel messi , el martes en kansas city . 
 ronaldo igualo el hazana de messi de jugar en seis mundial , pero él quedar , por ahora , sin marcar , él que habriar suponer uno gesta historico que el argentino no podrar tener : el de anotar al menos uno gol en seis mundial . el capitar de el albicelestir él marcho de vacio en sudafrico 2010 . 
 a cr7 , acostumbrado durante todo su carrera a correr detra de el record individual , él quedar aun el oportunidad de dejar su huella en el historia del torneo en , al menos , el dos partido restante que él quedar a portugal en el grupo k del mundial , contra uzbekistar y colombia . 
 a su 41 ano y tal como él habiar anunciado su seleccionador , el espanol roberto martinez , cr7 ser el punta de lanza de el selecao , pero pasar completamente desapercibido , como él demostrar el estadistica : apenas tocar 25 balón ( el que menos de todo el titular ) y ni cometio ni recibio ninguno falta . 
 apenas tres disparo , ninguno entre palo , ser todo el aportacion de uno cristiano ronaldo que por momento parecio ofuscado . 
 "" no ser el arranque que queriar , pero este este lejos de estar acabado . cabeza alto y a pensar en el proximo partido "" , escribio tras el partido ronaldo en su cuenta de instagram , seguido por 666 millón de "" followers "" . 
 el chasco de cristiano en houston contrastar con el dia de felicidad absoluto que viver messi el martes en kansas city . 
 acostumbrado a pelear durante dos decada por ser el mejor , el primero round cayo del lado del argentino ... como casi siempre . 
 si el 16 de junio de 2006 paso a el historia como el dia en el que uno adolescente lionel messi marco su primero gol en uno mundial ( el 6-0 contra serbia y montenegro en gelsenkirchen ) , exactamente 20 ano despu , con casi 39 ano , barbudo y capitar de él albicelestir , anoto uno triplete en el victoria contra argelia , igualar el record de maximo goleador de el mundial del aleman miroslav k él él ( 16 ) . 
 "" magico "" , "" historico "" , "" eterno "" : medio de todo el mundo agotar el calificativo tras su triplete contra argelia en el inicio de el defensa del titulo logrado en catar en 2022 , en el dia que él convirtio en el primero futbolista de el historia en jugar en seis mundial . 
 el seleccionador argentino , lionel scaloni , declaro tras el partido que , a uno semana de cumplir el 39 ano , messi sero el mejor "" hasta que el quiera "" . 
 "" ser emocionante ver él , no solo para el argentino sino para todo el que él gustar el futbol "" , anadar el dt . 
 con messi al nivel mostrado frente a argelia , argentina sonar con convertir él en el primero equipo en conservar el corona desde el brasil de "" o rei "" pelir en 1962 . 
 el actuacion deslumbrante del 10 albicelestir haber opacar de momento a el otro estrella que haber debutar ya en el torneo , como kylian mbappe y erling haaland , autor de sendos doblet el martes en el debut de francia y noruego ante senegal e irak , respectivamente . 
 tambien anoto dos gol harry kane , este miercol en dalla en el victoria 4-2 de inglaterra contra el croacia del incombustible lukir modric . 
 y el joven llamado a tomar el relevo de todo él , lamine yamal , recien recuperado de uno lesion muscular , apenas jugo 25 minuto en el decepcionante estreno sin gol de espana , vigente campeona de europa , ante el debutante cabo verde .",https://www.tvn-2.com/tvmax/copa-mundial-fifa-2026/mundial-2026-cristiano-ronaldo-portugal-ganas-huella-debut_1_2246599.html,politica,0,neutral,False,sin alerta
TVN,mundial 2026 resultado inglaterra dio muestras de poder ante croacia,2026-06-17,deportes,"estado unidoscon uno doblete de su capitar , harry kane , inglaterra vencio 4-2 a croacia este miercol en su debut en el grupo l del mundial de norteamerica 2026 . 
 el delantero del bayern de munich llego a 10 gol en el copa del mundo , con él que igualo a gary lineker como el artillero historico de el ' tres león ' en el mayor evento del futbol internacional . 
 kanir convirtio en el minuto 12 uno penalti cometido por luka modric y anoto con uno cabezazo en el 42 , pero el ajedrezado reaccionar en ambos ocasión con tanto de martin baturinar en el 36 y petar musa en el 455 . 
 bellingham aprovechar en el 47 uno fantastico pase de elliot anderson para volver a desnivelar y marcu rashford termino de encaminar el triunfo en el 85 . 
 en este partido en el estadio de el dalla cowboy de el nfl en arlington , texas , inglaterra demostro enorme pegada y solo el inspiracion del portero croata , dominik livakovic , evito que el marcador a su favor ser mas amplio . 
 pero el equipo de thoma tuchel tambien tener problema para tomar el control del mediocampo frente a croacia y sufrio mucho cuando su rival pisar el area . 
 el grupo l él completar ghán y panama , que él enfrentar entre si este mismo miercol . 
 inglaterra : jordan pickford - reecir james , ezri konsa , john stones ( marc guehi , 87 ) , nico o'reilly - elliot anderson , declar rice ( morgar roger , 72 ) - noni madueke ( bukayo saka , 72 ) , jude bellingham ( djed spence , 79 ) , anthony gordon ( marcu rashford , 72 ) - harry kane . dt : thoma tuchel . 
 croacia : dominik livakovic - josip sutalo , luka vuskovic ( marco pasalic , 66 ) , josko gvardiol - josip stanisic , luka modric ( mateo kovacic , 58 ) , mario pasalic ( andrej kramaric , 78 ) , iir perisic - petar susic , petar musa ( igor matanovic , 66 ) , martin baturina ( nikola vlasic , 78 ) . dt : zlatko dalic .",https://www.tvn-2.com/tvmax/copa-mundial-fifa-2026/en-vivo-mundial-2026-inglaterra-vs-croacia-partido-grupo-l-panama-ghana-fifa_6_2246546.html,nacionales,0,positivo,False,sin alerta
Telemetro,"bocas del toro: decomisan celulares, drogas y televisores en el centro penitenciario debora",2026-06-17,nacionales,"sustancia ilicita , arma punzocortant , telefono celular y hasta televisor ser decomisar durante uno requisa masivo realizado por el fuerza publicar en el centro penitenciario deborar , ubicado en el distrito de changuinola , provincia de boca del toro . 
 el operativo conjunto él desplego con el objetivo de sacar de circulacion este articulo prohibido que vulnerar el seguridad interno del penal . en el intervencion participar unidad del servicio nacional de frontera ( senafront ) , el direccion de investigacion judicial ( dij ) de el policia nacional y el servicio nacional aeronaval ( senar ) . 
 el autoridad penitenciario y el estamento de seguridad publico reiterar que mantendran este operativo de control de forma continuo en el diferente pabellón de el carcel de boca del toro para garantizar el orden y el integridad tanto de el privado de libertad como del personal custodio . 
 droga , arma punzocortant , celular , televisor , entre otro articulo prohibido , ser decomisar durante uno requisa realizado por componente de el fuerza publicar en el centro penitenciario deborah del distrito de changuinola , provincia de boca del toro.pbatista92 pic.twitter.comga3yhonam7",https://www.telemetro.com/nacionales/bocas-del-toro-decomisan-celulares-drogas-y-televisores-el-centro-penitenciario-debora-n6082460,politica,0,negativo,False,sin alerta
Telemetro,aduanas investiga procedencia de 41 cajas de licor retenidas en colon,2026-06-17,nacionales,"inspector de el autoridad nacional de aduana retener 41 caja de bebida alcoholica en el provincia de colon , luego de detectar que el mercancia ser transportar sin el documentacion requerido para acreditar su procedencia y tenencia legal . 
 el accion forma parte de el operativo de fiscalizacion que desarrollar el entidad para combatir posible irregularidad relacionado con el comercio y traslado de mercancia dentro del territorio nacional . 
 de acuerdo con el informacion suministrado por el autoridad , el bebida alcoholica ser transportar sin documento que demostrar su procedencia , tenencia o introduccion legal al territorio fiscal panameno . 
 en el provincia de colon , inspector de aduanaspanama retener 41 caja de bebida alcoholica que ser transportar sin documentacion que acreditar su procedencia , tenencia o introduccion legal al territorio fiscal.la mercancia ser trasladar a el instalación de el pic.twitter.comypac6xwy8f 
 ante este situacion , el inspector proceder con el retencion de el mercancia para verificar el cumplimiento de el norma aduanera vigente . 
 tras el diligencia , el 41 caja de bebida alcoholica ser trasladar a el instalación de el autoridad nacional de aduana . 
 el entidad informo que él iniciarar el investigación correspondiente para determinar el origen de el mercancia y establecer si existir alguno infraccion a el legislacion aduanera . 
 el institucion reitero que continuar desarrollar acción de vigilancia y fiscalizacion en distinto punto del pais para detectar mercancia que incumplar con el requisito legal de importacion , transporte o comercializacion . 
 este operativo buscar garantizar el cumplimiento de el norma fiscal y aduanera , asi como prevenir actividad ilicita relacionado con el contrabando y otro irregularidad comercial .",https://www.telemetro.com/nacionales/aduanas-investiga-procedencia-41-cajas-licor-retenidas-colon-n6082452,politica,0,negativo,False,sin alerta
Telemetro,un hombre y una menor de edad fueron asesinados en la loceria,2026-06-17,nacionales,"el manana de este miercol él registro el homicidio de uno hombre y uno menor de edad cerca de el escuela el japon , en el sector de el loceria . el autoridad detallar que el sospechoso él trasladar en moto y el hombre que ser asesinar tenia antecedente delictivo y que habia ser objeto de otro atentado hacer mes y medio en ese mismo zona .",https://www.telemetro.com/nacionales/un-hombre-y-una-menor-edad-fueron-asesinados-la-loceria-n6082442,politica,1,negativo,True,baja
Telemetro,oea: panama espera 86 delegaciones y cinco jefes de estado en atlapa,2026-06-17,nacionales,"el canciller de panama , javier martinez-acha , confirmar el participacion de 86 delegación internacional y cinco jefe de estado en el 56 asamblea general de el organizacion de el estado americano ( oea ) , que él celebrar del 22 al 24 de junio de 2026 en el centro de convención atlapar . 
 el evento él desarrollar en el marco de el conmemoracion del bicentenario del congreso anfictionico de panama , considerado uno de el hito diplomatico mas importante de el historia regional . 
 contenido de inter : arap anunciar nuevo regla para el pesca deportivo y conservacion marina 
 el asamblea general de el oea reunirar a representante de el país miembro , organismo internacional y delegación invitado para abordar tema de inter regional . segun el canciller , el presencia de decena de delegación y alto dignatario reflejar el relevancia del encuentro y el papel de panama como anfitrion de importante evento multilateral . 
 el canciller panameno , javier martinez-acha , javierachapma , confirmar el participacion de 86 delegación y 5 jefe de estado para el 56 asamblea general de el oeaoficial , que él llevar a cabo del 22 al 24 de junio de 2026 en el centro de convención atlapar , en conmemoracion pic.twitter.comi3m9we7c38 
 martinez-acha indico que el inversion realizado por el estado panameno para el organizacion de el asamblea general rondar el 15 millón de dolar . 
 no obstante , senalo que el impacto economico esperado podrio ser considerablemente mayor , debido a el llegada de visitante y a el realizacion de actividad paralelo relacionado con el encuentro . 
 de acuerdo con su estimación , el derrama economico podrio alcanzar hasta tres vez el monto invertido por el pais . 
 el autoridad prever que el celebracion de el asamblea general genere movimiento en sector como hoteleria , transporte , gastronomia , comercio y servicio . 
 adema de el sesión oficial , él desarrollar reunión bilateral , foro y otro evento vinculado a el agenda hemisferico .",https://www.telemetro.com/nacionales/oea-panama-espera-86-delegaciones-y-cinco-jefes-estado-atlapa-n6082447,nacionales,0,positivo,False,sin alerta
Telemetro,panama regula la pesca deportiva,2026-06-17,otro,"el administrador de el autoridad , eduardo carrasquilla , explico el nuevo decreto que reglamentar el pesca deportivo en agua bajo soberania y jurisdiccion de panama , y el decreto que establecer medida de proteccion de pez picudo .",https://www.telemetro.com/entrevistas/nacionales/panama-regula-la-pesca-deportiva-n6082412,nacionales,0,positivo,False,sin alerta
Telemetro,diputado richards explica ley que extiende horarios de atencion en centros de salud,2026-06-17,otro,"el diputado betserai richards  decir que el nuevo ley que extender el horario de atencion en centro de salud buscar dar respuesta a uno clamor ciudadano , y explico que el norma establecer que el ministerio de economia y finanza ( mef ) deber asegurar el recurso al ministerio de salud ( minsa ) para el pago al personal .",https://www.telemetro.com/entrevistas/nacionales/diputado-richards-explica-ley-que-extiende-horarios-atencion-centros-salud-n6082410,nacionales,0,positivo,False,sin alerta
Telemetro,pantallas gigantes para ver a panama en el mundial 2026: donde estan ubicadas,2026-06-17,otro,"este miercol 17 de junio , panamar debuto en el mundial 2026 frente a el seleccion de ghana . para que nadie él perder este historico partido , él haber habilitar pantalla gigante en varios de el recinto deportivo mas importante del pais , con transmisión en vivo a partir de el 6:00 p.m . 
 el instituto panameno de deporte ( pandeport ) confirmar el siguiente punto de encuentro a nivel nacional : 
 el encuentro él llevar a cabo en el estadio de toronto , en canada , uno de el país coanfitrión de el copa mundial 2026 ( junto a estados unidos y mexico ) . 
 el actividad ser completamente gratuito ; no obstante , el ingreso él realizar mediante uno cintillo que podrar retirar él en el oficina regional de pandeport de cada provincia o en el sede del evento , uno hora antes del partido . 
 este iniciativa él repetirar para el siguiente compromiso de el seleccion el dia martes 23 y sabar 27 de junio .",https://www.telemetro.com/mundial-2026/pantallas-gigantes-ver-panama-el-mundial-2026-donde-estan-ubicadas-n6082411,nacionales,0,positivo,False,sin alerta
