medio,titulo,fecha,categoria_original,texto,url,categoria_predicha,palabras_criticas,sentimiento,es_alerta,nivel_alerta
Telemetro,ufc: asi quedo ilia topuria tras la dura pelea contra justin gaethje,2026-06-15,deportes,"el pelea entre ilia topurio y justin gaethje dejar imagen impactant tras el final del combate , que ser considerar por mucho aficionado como uno de el mejor batalla reciente en el ufc . 
 luego de varios asalto de alto intensidad , topuria evidencio el desgaste fisico sufrido durante el enfrentamiento y tener que abandonar el octagono con el ayuda de su hermano . 
 contenido relacionado : resultado del mundial 2026 : goleada de alemania y partido para este lunes 
 el imagen posterior al combate mostrar al peleador espanol con visibl senal de agotamiento debido a el exigencia del duelo . 
 posteriormente , topuria ser trasladar en uno carrito mientras recibio atencion y supervision medico como parte de el protocolo habitual tras uno pelea de alto impacto . 
 nuevo campeon !   tras uno batalla epico , justin gaethje consiguio en el casa blanco el victoria mas importante y memorable de todo su carrera tras vencer a topuriailia . deportesrpc ufceurope pic.twitter.com7klyf2cams 
 por su parte , justin gaethje lograr uno de el victoria mas importante y memorabl de todo su trayectoria profesional . 
 el estadounidense él imponer tras uno intenso batalla que mantener en vilo a el aficionado de el art marcial mixto y reforzo su posicion entre el principal contendiente de el ufc . 
 triste como tener que llevar él a ilia !   ilia topurio tener que abandonar el octagono con el ayuda de su hermano y posteriormente ser trasladar en uno carrito tras el duro combate con justin gaethje . ufcfreedom250 deportesrpc sportscenter pic.twitter.comqftms1kppz 
 mas alla del resultado , el combate entre topuria y gaethje ser destacar por el entrega y resistencia mostrado por ambos peleador . 
 el intensidad del enfrentamiento dejar huella fisica evidente en el dos atleta y genero uno fuerte reaccion entre el seguidor de el ufc , quien calificar el pelea como uno de el ma emocionante del ano .",https://www.telemetro.com/deportes/ufc-asi-quedo-ilia-topuria-la-dura-pelea-contra-justin-gaethje-n6082164,deportes,0,positivo,False,sin alerta
Telemetro,donald trump anuncia que ha alcanzado un acuerdo con iran para reabrir el estrecho de ormuz,2026-06-14,mundo,"el presidente de estados unidos , donald trump , anuncio este domingo que haber alcanzar uno acuerdo con iran para reabrir el estrecho de ormuz tras mas de tres mes de conflicto . 
 en uno publicacion en su red social truth social , el lider republicano , que este domingo cumplir 80 ano , explico que , a cambio de el reapertura del estrecho , estados unidos levantar el bloqueo maritimo impuesto a el entrada y salida de buque en puerto irani . 
 "" el acuerdo con el republica islamico de iran ya este completo . felicitación a todo ! por el presente , autorizo plenamente el apertura sin peaje del estrecho de ormuz y , simultaneamente , autoracer el levantamiento inmediato del bloqueo naval de estados unidos . buque del mundo , arrancar su motor ! que fluir el petroleo ! "" , escribio trump , sin ofrecer mas detalle del acuerdo . 
 por su parte , el primero ministro de pakistan , shehbaz sharif , que haber actuar como mediador entre washington y teheran , confirmar el existencia del acuerdo y anuncio que el firma oficial él producirar el viernes 19 de junio en suiza . 
 "" ambos parte haber declarar el terminacion inmediato y permanente de el operación militar en todo el frente , incluir el libano "" , detallo . 
 el acuerdo buscar poner fin a el guerra iniciado el pasado 28 de febrero , tras el ofensiva lanzado por estados unidos e israel contra iran , que resulto en el muerte del lider supremo de el republica islamico , el ayatola ali jamenei , en el poder desde 1989 . 
 teheran , que nombrar como nuevo lider al hijo del ayatola , mojtar jamenei , respondio con ataque contra israel y país de el region que albergar base estadounidense , adema de bloquear el estrecho de ormuz . este cierre haber provocar grave perturbación economica , dado que por ese via transita alrededor del 20   del petroleo mundial . 
 estados unidos e iran , que en abril pasado acordar uno alto el fuego , haber negociar durante el ultimo mes uno pacto para poner fin a el hostilidad y reabrir el estrecho de ormuz . 
 fuente : efe",https://www.telemetro.com/internacionales/donald-trump-anuncia-que-ha-alcanzado-un-acuerdo-iran-reabrir-el-estrecho-ormuz-n6082145,politica,0,positivo,False,sin alerta
Telemetro,investigan si el cantante estadounidense oliver tree murio en una tragica colision aerea en brasil,2026-06-14,mundo,"el cantante estadounidense oliver tree figura como pasajero de uno de el aeronave que colisionar el manana de este domingo en rio de janeiro , confirmar a efe fuente de el investigacion . 
 el artista de 32 ano oliver tree nickell figurar en el manifiesto de vuelo de uno de el aeronave que él estrello en el barrio de recreio dos bandeirant , en el zona oeste de rio de janeiro . 
 sin embargo , aun no él poder confirmar oficialmente el muerte del artista ni de el demas ocupante debido a que el cuerpo hallado en el lugar del hecho estar carbonizado , segun este mismo fuente . 
 oliver tree él encontrar de viaje en brasil con motivo de uno gira internacional . el interprete de ' lifir goes on ' y ' miss you ' dar uno multitudinario concierto en el ciudad de sao paulo hacer uno semana , y tenia previsto cruzar el atlantico para dar inicio a el etapa europeo de su gira . 
 su primero show en el viejo continente este programado para el 1 de julio en lisboa , y luego tener dos concierto planeado en madrid y barcelona antes de seguir para italia . 
 el artista , que contar con mas de 11 millón de oyente mensual en spotify , publico este fin de semana uno video en su cuenta de instagram junto a thiago alcantar , uno influenciador de rio de janeiro , en el que él él ver vestir el camiseta de brasil con su nombre estampado en el dorso . 
 el youtuber argentino gaspar prim , mas conocido como gaspi , tambien figurar en el manifiesto de vuelo de el aeronave junto a dos productor , el argentino luca vignale y el brasileno luca brito chav . 
 el colision de dos helicoptero en el manana de este domingo en el barrio de recreio dos bandeirant , en el zona oeste de rio de janeiro , dejar uno saldo de seis persona fallecido . 
 en uno aeronave él encontrar el piloto junto a cuatro pasajero , mientras que en el segundo helicoptero ser hallar el sexto victimo . 
 uno de el aeronave él incendar tras caer dentro de uno estacionamiento privado y el fuego destruyo a uno veinte automovil electrico que él encontrar estacionado en el lugar . 
 ambos piloto contar con "" mucho experiencia "" y él desempenar como instructor de aviacion , segun declaración a medio brindada por el alcalde de rio de janeiro , eduardo cavalierir . 
 de acuerdo al funcionario , el area donde ocurrir el accidente contar con multipl camara de seguridad , cuyo grabación estar a disposicion de el perito aeronautico . 
 el causa del siniestro estar ser investigar por el centro de investigacion y prevencion de accidente aeronautico ( cenipa ) de el fuerza aerea brasilén . 
 fuente : efe",https://www.telemetro.com/internacionales/investigan-si-el-cantante-estadounidense-oliver-tree-murio-una-tragica-colision-aerea-brasil-n6082130,nacionales,2,negativo,True,media
Telemetro,moody's ve en cobre panama una fuente de ingresos para consolidar la recuperacion fiscal de panama,2026-06-03,economia,"el calificadora internacional moodys mantener el calificacion soberano de panama en baa3 , preservar el grado de inversion del pais , aunque mantener el perspectiva negativo debido a el desafio que aun enfrentar en materia fiscal . 
 entre el elemento destacado en su evaluacion , el agencia senalo que uno solucion negociado para reanudar el operación de cobre panama representario uno factor positivo para el desempeno fiscal del pais , al aportar uno fuente recurrente de ingreso para el estado . para moodys , este elemento podrio contribuir a fortalecer el cuenta publica en uno momento en que panamar buscar consolidar el reduccion del deficit y estabilizar su nivel de deuda . 
 el referencia adquirir relevancia dentro de uno informe enfocado principalmente en el situacion fiscal del pais . moodys reconocer que panamar haber lograr avance importante durante el ultimo mes , especialmente tras reducir el deficit del sector publico no financiero de 6.2 del producto interno bruto ( pib ) en 2024 a 3.7 en 2025 , ubicar él por debajo del limite de 4 establecido por el regla fiscal . 
 segun el calificadora , este mejora ser posible gracias a medida de consolidacion fiscal que incluir recorte de gasto superior al 2 del pib , principalmente mediante el postergacion de nuevo proyecto y el reduccion de inversión de capital . si bien el agencia considerar que este acción reflejar uno mayor capacidad de gestion fiscal por parte del gobierno , tambien advertir que el pais necesitar reforma mas duradero para sostener este resultado en el tiempo . 
 el informe destacar adema que el desempeno fiscal continuo mostrar senal positivo durante el primero trimestre de 2026 , cuando el deficit él ubicar en 1.4 del pib , impulsado por mayor ingreso y disciplina en el gasto publico . moodys preve que panamar cerrar el ano en linea con el meta fiscal de 3.5 del pib , apoyado por el crecimiento economico y mayor aporte proveniente del canal de panama . 
 no obstante , el agencia advertir que el finanza publica continuan enfrentar presión importante . el carga de deuda y el costo asociado a su financiamiento él haber deteriorar significativamente desde 2023 , situacion que haber debilitar el fortaleza fiscal del pais . aunque proyectar que el deuda él estabilizar entre 66 y 67 del pib durante el proximo ano , considerar que alcanzar ese objetivo dependera de el capacidad del estado para generar nuevo fuente de ingreso y mantener el disciplina fiscal . 
 moodys tambien identificar desafio estructural que seguir limitar el consolidacion fiscal , entre él uno base tributario estrecho , rigidez presupuestaria y el dificultad politica para aprobar medida legislativo que permitir fortalecer el ingreso publico y controlar el crecimiento del gasto . 
 a pesar de este desafio , el calificadora reconocer que panamar continuo respaldado por fortaleza economica relevante , incluir el crecimiento sostenido de el economia , alto nivel de inversion y el estabilidad que proporcionar el dolarizacion . este factor continuan sostener el grado de inversion del pais . 
 en ese contexto , moodys considerar que el capacidad del pais para consolidar su avance fiscal dependerar no solo del control del gasto , sino tambien de el generacion de ingreso permanente . dentro de ese escenario , el posible reanudacion de el operación de cobre panama surgir como uno de el factor con mayor potencial para fortalecer el finanza publica y respaldar el estabilidad fiscal en el proximo ano .",https://www.telemetro.com/economia/moodys-ve-cobre-panama-una-fuente-ingresos-consolidar-la-recuperacion-fiscal-panama-n6081125,nacionales,0,positivo,False,sin alerta
Telemetro,como el mundial 2026 impulsa la innovacion y nuevas tendencias en conectividad y 5g,2026-06-01,tecnologia,"el mundial 2026 no solo reunirar a millón de aficionado en torno al futbol , sino que tambien implicar mayor exigencia en el capacidad de el red de conectividad en el region . en uno contexto donde el entretenimiento deportivo este cada vez mas ligado al entorno digital , el experiencia de el fanatico depender de el calidad , velocidad y estabilidad de el conexión . 
 desde compartir contenido en tiempo real hasta acceder a transmisión en vivo o servicio dentro y fuera de el estadio , el tecnologia él haber convertir en uno elemento clave para vivir este torneo . hoy , mas de el mitad de el boleto para evento deportivo a nivel global ser digital , y casi ningun aficionado llegar a uno partido sin su smartphone para capturar foto y video de cada momento . 
 en este escenario , el 5 g tener uno rol relevante para atender el alto demanda de dato que generar el evento deportivo de gran escala . de acuerdo con ericsson , el despliegue de red de nuevo generacion permitir gestionar millón de conexión simultanea en estadio , aeropuerto y zona de alto afluencia , apoyar a el operador en el entrega de experiencia digital de alto desempeno . 
 hoy el conectividad ser esencial desde el momento en que el aficionado recibir su boleto en el telefono . 
 el reporte de ericsson consumerlab , winning in the market with differentiated connectivity offerings ( 2026 ) , destacar que el proveedor de servicio poder aumentar el lealtad y monetizar el red al ofrecer nivel de desempeno diferenciado , superar el modelo tradicional de mejor esfuerzo . basado en uno encuesta a mas de 43.000 usuario , el estudio indicar que el 60   de el usuario de smartphón este dispuesto a pagar por uno incremento de conectividad y que mas del 40   identificar momento clave como evento deportivo en el que valorar especialmente uno rendimiento de red superior . dentro de este grupo , el mitad afirmar estar dispuesto a pagar uno tarifa adicional instantaneo , él que representar uno oportunidad de nuevo ingreso para el operador . 
 sin embargo , el experiencia del aficionado comenzar mucho antes del silbato inicial y él extender mas alla de el estadio : para el torneo él estimar que el fanatico permanecerar entre 10 y 16 dia en el ciudad sede , viajar en grupo , recorrer el ciudad , utilizar aplicación de navegacion y compartir su vivencia en red social . todo este incrementar el necesidad de contar con uno cobertura 5 g robusta a nivel urbano . 
 hoy el conectividad ya no ser uno nice to have , ser esencial desde el momento en que el aficionado recibir su boleto en el telefono . el conectividad confiable ser clave incluso para algo tanto basico como entrar de forma agil al estadio , y casi dos tercio del trafico de dato en grande evento él generar fuera de el estadio : el demanda de conectividad este en cada calle y en cada punto de encuentro de el ciudad . 
 dentro de el estadio , el medio profesional apoyar su operación para camara , drón y transmisión remoto . 
 dentro de el estadio , el exigencia ser aun mayor . no solo el aficionado utilizar el red de manera intensivo ; tambien el medio profesional apoyar su operación en 5 g para camara , drón y transmisión remoto que requerir grande capacidad de subida de dato ( uplink ) y bajo latencia . a él él sumar el usuario mas critico : cuerpo de seguridad , fuerza del orden y equipo medico , que necesitar comunicación con prioridad y alto resiliencia . 
 en evento de este magnitud , el prioridad numero uno ser el seguridad y el funcionamiento de servicio critico . tecnologia como el network slicing y el conectividad diferenciado permitir a el operador asignar recurso especifico para comunicación de emergencia , sistema de pago y servicio esencial , senala jo él luis de el vega , vicepresidente de marketing y comunicación de ericsson para americo latino norte y el caribe . no él tratar de prometer velocidad especifico , sino de habilitar capacidad de red mas inteligente y flexible que el operador poder utilizar para gestionar distinto necesidad de manera simultaneo . 
 el conectividad diferenciado , habilitado por 5 g standalone , poder ilustrar él como uno autopista digital inteligente . en el pasado , con 4 g , el red funcionar como uno gran via con uno solo carril logico para todo el usuario : cuando él produciar uno pico de trafico por ejemplo , durante el celebracion de uno gol , cuando mil de persona intentar subir video al mismo tiempo todo compartiar el mismo embotellamiento . 
 este capacidad no significar uno garantia de servicio individual , sino uno conjunto de herramienta tecnologica que el operador poder aprovechar para disenar y ofrecer experiencia diferenciado , gestionar prioridad y sacar mayor provecho de su inversión en infraestructura . 
 caber destacar que el consumo de dato en este tipo de evento continuo en aumento . como referencia , en uno solo partido él haber registrar pico superior a el 2.3 tb de trafico , él que exigir red capaz de escalar rapidamente su capacidad . en panama , el mundial 2026 él presentar como uno oportunidad para continuar fortalecer el infraestructura de conectividad y acompanar el evolucion de el red movil en el region . 
 el creciente demanda de dato asociado a evento de alcance global reforzar el importancia de contar con red cada vez mas robusto , seguro y preparado para experiencia digital de alto trafico . tecnologia como 5 g standalone , el network slicing y el conectividad diferenciado permitir a el operador responder mejor a este reto y habilitar nuevo modelo de servicio . 
 sobre ericsson : 
 el red de alto rendimiento de ericsson proporcionar conectividad para mil de millón de persona todo el dia . durante casi 150 ano , haber ser pionero en el creacion de tecnologia para el comunicacion . ofrecer solución de comunicacion movil y conectividad para proveedor de servicio y empresa . junto con nuestro cliente y socio , hacer realidad el mundo digital del manana .",https://www.telemetro.com/tecnologia/actualidad/como-el-mundial-2026-impulsa-la-innovacion-y-nuevas-tendencias-conectividad-y-5g-n6080897,tecnologia,1,positivo,False,sin alerta
TVN,contenido exclusivo: el costo del ultimo adios,2026-05-25,contenido-exclusivo,"ciudad de panama , panamacuar él ir el vida de uno ser querer , poder ser de manera inesperado . hoy poco pensar en el costo de el ultimo morada el final del camino para el resto mortal este en manos de quien seguir en vida pero , estar preparado economicamente para el ultimo adio ? 
 aixir caballero , quien enfrentar el sepelio de uno familiar , expreso el carga emocional del momento : 
 nadie este preparado para este ; aunque separ que tu familiar este enfermo , nadie él preparar . 
 en panama él registrar en promedio 60 defunción por dia , y el mayoria estar relacionado con enfermedad y problema de salud . 
 el costo de uno funeral poder ir desde el 450 dolar hasta mas de 4.000 dolar . 
 juan nickray , de el funerario santa maria , explico el realidad que enfrentar mucho familia : 
 cuando llegar este momento , el persona correr a uno junta comunal , a uno alcaldia o buscar quien él poder ayudar a hacer este gasto nadie él preparar para él que seguro yo llegar : el muerte . aqui el costo poder ir desde 480 dolar , ya ser sepelio o cremacion , y poder llegar a 4 mil 500 dolar el servicio completo . 
 pero no él tratar solo del servicio funerario . otro gasto él ir sumar , como el costo de el arreglo floral . 
 erico machado , floristeria , senalo : para él no representar uno gasto , porque ser uno expresion de amor ; tener arreglo floral desde 25 dolar . 
 alguno arreglo floral soler tener el siguiente precio : 
 el preparacion del cuerpo tambien ameritar el pago de uno maquillista especializado en tanatopraxia , que poder oscilar entre 30 y 50 dolar . el mayoria de el funeraria incluir este servicio dentro de su paquete . 
 porque fuera de el funeraria seguir otro gasto ma , aseguro juan nickray . 
 otro problema que incrementar el costo ser el falta de espacio en el cementerio , uno situacion que generar gasto adicional tanto en el capital como en panama oeste . 
 lizbeth del carmen cunningham navarro , directora de gestion social de el alcaldia de panama , aclaro que "" en el cementerio del mupa si haber espacio . 
 sin embargo , el realidad en otro zona ser distinto : en el cementerio de panama oeste , como capirir , el chorrera y arraijar , no haber espacio . 
 ante este situacion , juan nickray advirtio : 
 recomendamos a el alcalde de el chorrera y arraijar que ir buscar nuevo espacio . 
 en el municipio de panama , el direccion de gestion social asumio desde el pandemia del covid el pago de funeral para aquel familia que no contar con el recurso economico . 
 lizbeth del carmen cunningham navarro explico : 
 él tratar de sepelio de evaluacion social con uno costo de 350 dolar , con cobertura completo , previo evaluacion economico . 
 el junto comunal tambien desempenar uno papel importante en este momento , apoyar con cobertura pactado con funeraria o donación para gasto emergente del funeral . 
 carlos dominguez , representante de el mananitas , senalo el aumento en el demanda : yo atendiamos entre uno o dos por semana y ahora entre cuatro y cinco . 
 indico que haber llegar a manejar hasta cinco funeral en uno semana , con aporte de hasta 450 dolar por caso , aunque en alguno caso solo él entregar 100 dolar para el comida postsepelio . 
 luego llegar el momento de el ceremonia religioso , otro gasto que en ocasión asumir el funeraria y en otro caso el familia . este poder ir desde 20 dolar hasta mas de 100 dolar . 
 el padre eusebio munoz , de el iglesia el ascension del senor , indico que el aporte aca ser de 20 dolar . 
 por su parte , el padre rafael siu , de el iglesia nuestro senora del carmen en juan diaz , explico : 
 ser uno donacion para el gasto parroquial , ser uno estipendio ; haber iglesia promedio , poder estar en 30 dolar , él mas ser 50 dolar ; claro , tú ir a poner gente que querer tener sepelio donde haber aire acondicionado , uno promedio de 100 a 200 dolar . 
 el doctrina eclesiastico establecer que el resto deber permanecer en lugar santificado , ya ser en iglesia con cripta o en cementerio , con costo que poder ir desde 300 hasta mas de mil dolar . 
 el padre rafael siu anadio : el promedio de uno cripta de uno solo urna tú poder salir a 600 dolar . 
 el boveda , por su parte , ir desde 300 dolar para uno urna hasta 1.600 dolar para seis espacio de urna . 
 él pagar 50 dolar por cripta , 210 por boveda y 150 dolar por contrato de tres ano , detallo cunningham navarro . 
 a este él sumar uno anualidad de 10 dolar por entierro en fosa o 30 dolar si el familiar ser colocado en uno boveda . 
 finalmente , el mensaje ser claro : estar preparado ser clave para tomar decisión en uno momento de profundo dolor . 
 prepararno para el muerte tambien ser parte de el vida .",https://www.tvn-2.com/contenido-exclusivo/contenido-exclusivo-costo-ultimo-adios-funeral-economia-gastos_1_2242626.html,politica,0,negativo,False,sin alerta
Telemetro,minsa advierte sobre golpes de calor ante altas temperaturas en panama,2026-05-22,salud,"el   ministerio de salud ( minsa )   alertar sobre el riesgo de sufrir golpe de calor debido a el alto temperatura y sensacion termico que superar el 40 grado en distinto sector del pais . 
 el director regional de salud de san miguelito , el doctor algis torre , explico que ser importante reconocer el sintoma para evitar complicación . 
 segun detallo , uno de el primero signo ser el sudoracion profús , él que poder provocar deshidratacion y resequedad en el mucosa . en caso mas avanzado poder presentar él dolor de cabeza , mareo e incluso desmayo . 
 el especialista recomendo evitar el exposicion directo al sol durante el hora de mayor intensidad y realizar caminata antes de el 7:00 de el manana . 
 poder leer : sinaproc emitir aviso de prevencion por lluvia y tormenta electrica en panama 
 adema , aconsejar utilizar ropa de manga largo con tela fresco , mantener él bajo sombra y consumir abundante agua durante el dia . 
 no ser chicha ni soda , ser agua , enfatizar el galeno , quien recomendo tomar mas de ocho vaso diario , ya que durante actividad fisica el cuerpo poder perder entre 15 y 20 de liquido . 
 el autoridad tambien pedir prestar atencion a el mascota , evitar sacarla durante el hora de fuerte calor y asegurar que siempre tener acceso a agua fresco , especialmente cuando el dueno él ausentar del hogar . 
 el minsapma explicar como detectar y evitar golpe de calor , ante el alto temperatura y sensacion termico que él registrar en panama . pic.twitter.compq6jprsha2",https://www.telemetro.com/salud/actualidad/minsa-advierte-golpes-calor-altas-temperaturas-panama-n6080050,seguridad,0,negativo,False,sin alerta
Telemetro,fanaticos utilizan herramientas para llenar la version digital del album del mundial,2026-05-21,tecnologia,el fanatico panameno aprovechar el tecnologia para llenar el version digital del album del mundial . el usuario haber utilizar inteligencia artificial para crear su propio emojis de el seleccion nacional y contar con versión digital para coleccionar el stickers de el jugador de el país que participarar .,https://www.telemetro.com/tecnologia/actualidad/fanaticos-utilizan-herramientas-llenar-la-version-digital-del-album-del-mundial-n6079975,tecnologia,0,positivo,False,sin alerta
TVN,contenido exclusivo: el turno invisible del metro,2026-05-20,contenido-exclusivo,"ciudad de panama , panamacuar el ciudad apagar su luz y el mayoria él entregar al descanso , panamar parecer detener él . el ultimo tren del dia parte con el puntualidad de siempre . para millón de usuario , ahi terminar el jornada . pero para otro , apenas comenzar . 
 uno equipo de tecnico , operador e ingeniero entrar en accion contra el reloj para garantizar que , al amanecer , todo funcionir como si nada haber pasar . este ser el historia del turno invisible del metro de panama . 
 a el 11:51 de el noche , él desenergizar el linea del sistema para iniciar el trabajo de mantenimiento . desde ese momento , comenzar uno carrera contrarreloj que movilizar a cerca de 300 persona . 
 el centro de control de operación ser el cerebro del sistema . desde alli él autorizar cada movimiento , cada maniobra y cada intervencion tecnico . nada ser improvisado : todo este planificado con dia de anticipacion . 
 luis carlos diaz , director de operación de mantenimiento del metro de panama , explicar el protocolo de seguridad : 
 uno vez realizar el desconexion de el catenaria , el contratista colocar uno sistema de bloqueo y etiquetado que garantizar el seguridad electrico y evitar accidente . 
 en el patio y taller de el linea 1 , uno tren llegar para mantenimiento . alli él realizar el reperfilado de rueda , uno proceso comparable al balance y alineamiento de uno vehiculo . 
 cada rueda ser intervenir cuando alcanzar aproximadamente 80.000 kilometro de recorrido , uno ciclo que él cumplir cada siete mes . 
 buscar extender el vida util de el rueda , porque estar en constante contacto con el riel y ese generar desgaste , explicar mario abadia , jefe de mantenimiento e infraestructura . 
 a el 1:00 a. m. , el estacion 5 de mayo este completamente vacia . sin pasajero . sin ruido . sin movimiento visible . 
 pero bajo el superficie , el sistema seguir en funcionamiento . 
 el metro contar con mas de 300 escalera electrica y 200 ascensor , todo sometido a revisión periodica , limpieza y mantenimiento tecnico . 
 realizar inspección diario y rutina programado mensual , detallar gilberto armuell , especialista en mantenimiento electromecanico . 
 el metro de panama , inaugurado en 2014 , abrir por primero vez su tunel a uno medio de comunicacion para documentar este trabajo nocturno . 
 en este jornada él realizar el estabilizacion de el losa de via . cada tren completamente lleno poder pesar hasta 220 tonelada , el equivalente a uno 100 pick-ups . 
 para soportar este carga , él inyectar resín en el base de concreto que sostener el sistema . 
 en el estacion el crisol , linea 2 , ser casi el 2:00 a. m. aqui él realizar mantenimiento en el sistema de cambio de via . 
 el sistema contar con 42 punto de desvio , cada uno con mantenimiento preventivo cada seis mes . 
 si alguno presentar falla durante el operacion , él activar él que llamar uno condicion de discordancia , explicar erick quintero , jefe de mantenimiento de via ferrea y catenario . 
 en el taller de el linea 2 , el trabajo continuo sobre el tren . uno pieza clave entrar en revision : el frotador del pantografo , encargado de captar el energia desde el catenaria . 
 cada tren recorrer en promedio 540 kilometro diario , por él que este componente él reemplazar cada cuatro mes . 
 a poco metro , otro equipo limpio completamente el vagón : piso , ventana y asiento . todo deber estar listo antes del amanecer . 
 el sistema , adema , requerir cerca de 7.800 megavatio para operar , equivalente al consumo de uno 26.000 vivienda . 
 a el 4:00 de el madrugada él restablecer el energia en el via . poco despu , el centro de control volver a llenar él de movimiento . 
 operador , tecnico y personal de seguridad retomar su puesto . entre saludo y rutín , el sistema él preparar para reiniciar operación . 
 en el llamado tren taxi , el personal ser distribuir a el estación para activar escalera , ascensor y torniquet . 
 a el 5:00 en punto , el puerta del metro él abrir nuevamente . 
 fuera , el ciudad despertar y mil de usuario iniciar su jornada . dentro , quedar el huella de uno noche de trabajo invisible , donde ciento de persona hacer posible que todo funcionir como si nada haber pasar . 
 tambien poder leer :",https://www.tvn-2.com/contenido-exclusivo/contenido-exclusivo-turno-invisible-metro-panama-mantenimiento_1_2241883.html,otro,1,neutral,False,sin alerta
Telemetro,"panama perdio 3,500 millones tras la suspension de cobre panama",2026-05-18,economia,"panama habrio dejado de percibir aproximadamente 3.500 millón en contribucion economicar entre 2024 y 2025 tras el suspension de operación de cobre panama , de acuerdo con el mas reciente informe de transparencia fiscal y contribucion economicar presentado por first quantum minerals . 
 el cifra incluir alrededor de 1.100 millón en impuesto y regalia que , de acuerdo con el empresa , habrian ingresado al estado panameno bajo el regimen fiscal previo a el suspension . segun el reporte , el impacto economico equivaler aproximadamente a cerca de 1.000 por cada panameno . 
 first quantum indico que solo en 2025 cobre panamo habrio aportado al menos 1.800 millón a el economia nacional si el operacion haber permanecer activo . ese contribucion proyectado incluia mas de 600 millón en ingreso gubernamental , mas de 250 millón en salario y aproximadamente 930 millón en compra local . 
 sin embargo , el informe reflejar que el contribucion economicar directo registrado para panama en 2025 ser de apenas 242 millón , uno cifra significativamente menor frente al aporte estimado bajo operacion regular . 
 contenido completo aqui : transparencia en cobre panama 
 el reporte incluir adema uno cuadro comparativo global donde panamar aparecer mucho por debajo de otro país donde operar first quantum . de acuerdo con el proyeccion economico presentado por el compania , de haber continuar operativo , cobre panama habrio representado el segundo mayor contribucion economicar global de first quantum , unicamente detra de zambia , pai donde el empresa operar dos mina y que registrar uno contribucion de 3.459 millón durante 2025 . 
 el diferencia entre el 242 millón reportado y el 1.800 millón proyectado evidenciar , segun el informe , el magnitud del impacto economico derivado de el paralizacion de el mina en panama . 
 el reporte sostener que el suspension impacto directamente el movimiento economico nacional , afectar el encadenamiento productivo , proveedor , contratista , comercio y mil de familia vinculado de manera directo e indirecto a el operacion minera . 
 cuando uno operacion de este magnitud él detener , el impacto él sentir en todo el economia desde impuesto y regalia hasta pequeno negocio y familia panamena , senalir el documento .    cuando uno operacion de este magnitud él detener , el impacto él sentir en todo el economia desde impuesto y regalia hasta pequeno negocio y familia panamena , senalir el documento . 
 el compania tambien detallo el manejo economico y operativo del proyecto durante el periodo de suspension . 
 cobre panamar permanecio en uno fase de preservacion y gestion segura ( psm ) durante todo el 2025 , con el produccion suspendido . nuestro enfoque durante el ano estar centrado en el gestion responsable del sitio , el proteccion ambiental y el relacionamiento transparente con el gobierno de panama y con el publico , indico ryar macwilliam , chief financial officer de first quantum . 
 tras el aprobacion formal del programa psm , el compania embarco 122.520 tonelada metrica seco de concentrado de cobre almacenado durante el ano . el ingreso aproximado de us312 millón proveniente de el venta de concentrado ser destinar a financiar el actividad de psm , incluir monitoreo ambiental , integridad del sitio , costo laboral y compra local , anadio . 
 segun el empresa , el actividad de preservacion permitir sostener mas de 1.700 empleo entre trabajador y contratista en panama durante 2025 , adema de generar aproximadamente 107 millón en compra local y cerca de 30 millón en regalia vinculado a el exportación de concentrado . 
 para first quantum ser importante que el contribución economica asociado a cobre panama , incluir empleo , compra local y actividad economico en general , él traducir en beneficio tangible y duradero para el pueblo panameno , sostener macwilliam . 
 seguir comprometido con el transparencia , el dialogo constructivo y el relacionamiento continuo con el gobierno de panama y otro grupo de inter , mientras trabajar hacia uno resolucion amistoso y sostenible que apoyar resultado compartido a largo plazo , concluyo . 
 el informe volver a poner sobre el mesa el impacto economico de el suspension de cobre panama y el magnitud de el recurso que dejar de circular en el economia panamena durante el ultimos dos ano .",https://www.telemetro.com/economia/panama-perdio-3500-millones-la-suspension-cobre-panama-n6079387,politica,0,negativo,False,sin alerta
Telemetro,profesor utiliza la inteligencia artificial para ensenar ingles,2026-05-14,tecnologia,"el inteligencia artificial no solo servir para entretener , tambien poder ser uno poderoso herramienta educativo . uno profesor este utilizar este herramienta para ensenar ingl .",https://www.telemetro.com/tecnologia/actualidad/profesor-utiliza-la-inteligencia-artificial-ensenar-ingles-n6079289,educacion,0,positivo,False,sin alerta
