,cantidad_palabras,criticidad,sentimiento,medio_La Prensa,medio_TVN,medio_Telemetro,categoria_original_contenido-exclusivo,categoria_original_deportes,categoria_original_economia,categoria_original_entretenimiento,categoria_original_mundo,categoria_original_nacionales,categoria_original_otro,categoria_original_politica,categoria_original_salud,categoria_original_tecnologia,anio,mes
324,271,6,0.8,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
325,32,0,0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
326,569,0,-0.8,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
327,262,11,-0.9,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
328,325,8,-0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
329,386,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
330,662,14,-0.95,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
331,662,8,0.8,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
332,706,8,0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
333,637,8,0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
334,382,9,-0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
335,390,0,-0.8,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
336,16,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
337,375,0,-0.8,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
338,609,8,0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
339,791,22,-0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
340,129,8,-0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
341,364,24,-1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,6
342,655,0,-0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,5
343,670,0,-1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,5
344,669,0,0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,5
345,708,4,0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,5
346,376,6,-0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,2026,5
347,43,0,-0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
348,41,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
349,24,0,-0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
350,31,0,-0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
351,44,10,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
352,34,6,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
353,48,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
354,39,13,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
355,25,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,7
356,39,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,7
357,45,0,-0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,7
358,55,5,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,7
359,62,0,-1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,7
360,70,0,-0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,7
361,23,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
362,28,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
363,194,0,0.92,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
364,157,0,-0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
365,200,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
366,236,17,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
367,169,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
368,300,10,-1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
369,126,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
370,251,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
371,158,0,-0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
372,238,3,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
373,177,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
374,238,15,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
375,229,5,-0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
376,199,5,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
377,282,7,0.89,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
378,150,0,-0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
379,141,10,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
380,49,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
381,206,23,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
382,30,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
383,217,10,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
384,33,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
385,48,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
386,38,5,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
387,425,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
388,61,0,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
389,295,0,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
390,44,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
391,42,8,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
392,40,5,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
393,201,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
394,269,10,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
395,289,3,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
396,190,0,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
397,123,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
398,394,25,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
399,308,20,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
400,174,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
401,150,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
402,162,10,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
403,220,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
404,187,15,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
405,156,13,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
406,218,18,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
407,49,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
408,21,0,-1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
409,34,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
410,38,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
411,54,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
412,42,0,-0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
413,31,5,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
414,39,13,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
415,41,13,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
416,195,0,0.95,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
417,210,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
418,174,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
419,204,0,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
420,312,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
421,241,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
422,416,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
423,115,0,-0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
424,291,13,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
425,141,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
426,252,0,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
427,151,0,-1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
428,222,9,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
429,32,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
430,225,6,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
431,216,0,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
432,30,8,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
433,27,5,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
434,149,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
435,37,16,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
436,33,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
437,29,10,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,7
438,395,19,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
439,414,6,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
440,55,0,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
441,35,0,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
442,436,16,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
443,268,10,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
444,36,0,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
445,45,3,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
446,287,17,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
447,50,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
448,346,19,-0.9,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,7
449,62,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
450,38,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
451,48,0,-0.9,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
452,260,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
453,49,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
454,423,22,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
455,399,15,0.95,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
456,52,0,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
457,428,23,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
458,126,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
459,27,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
460,303,18,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
461,169,0,-0.95,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
462,354,18,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
463,250,14,-0.95,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
464,457,8,0.95,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
465,764,38,-0.98,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
466,329,20,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
467,367,18,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
468,176,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,6
469,328,23,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
470,514,26,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
471,276,13,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
472,198,18,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
473,419,17,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
474,48,0,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
475,72,0,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
476,325,6,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
477,326,0,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
478,313,26,0.95,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
479,225,44,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
480,325,16,-0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
481,433,29,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
482,554,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
483,431,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
484,437,10,-0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,6
485,385,10,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
486,376,10,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
487,233,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
488,585,19,-0.85,0,0,1,0,1,0,0,0,0,0,0,0,0,2026,3
489,384,7,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
490,410,20,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
491,295,6,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
492,225,10,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
493,263,7,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
494,279,10,-0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
495,357,7,0.95,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
496,268,23,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
497,256,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
498,239,18,0.95,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
499,560,26,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
500,784,30,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
501,293,16,0.9,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
502,287,10,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
503,509,29,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
504,265,28,-0.95,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
505,207,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
506,167,10,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
507,247,6,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
508,265,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
509,372,23,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
510,415,6,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
511,736,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
512,526,17,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
513,296,22,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
514,290,21,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
515,151,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
516,201,0,-0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
517,308,3,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
518,507,0,-0.92,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
519,261,13,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
520,360,30,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
521,380,20,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
522,291,19,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
523,462,28,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
524,267,10,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
525,335,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
526,239,5,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
527,374,10,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
528,129,0,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
529,243,0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
530,221,20,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
531,443,15,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,3
532,449,10,-0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,2
533,126,10,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,2
534,237,18,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,2
535,361,0,-1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,7
536,332,0,-0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,7
537,366,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
538,290,8,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
539,25,0,0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2026,6
540,382,10,-0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2026,6
541,304,13,-0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
542,294,0,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
543,313,0,-1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
544,245,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
545,221,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,6
546,283,3,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
547,247,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,6
548,481,9,-0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
549,346,28,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,6
550,279,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,6
551,944,5,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,2026,6
552,282,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,5
553,70,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,5
554,237,5,-0.85,0,0,1,0,0,0,0,0,0,0,0,1,0,2026,5
555,47,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,1,2026,5
556,353,0,-0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
557,365,0,0.95,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,5
558,426,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
559,24,0,0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2026,5
560,219,0,-0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
561,237,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,5
562,253,13,-0.8,0,0,1,0,0,0,0,1,0,0,0,0,0,2026,5
563,261,14,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
564,306,14,-0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
565,206,0,-1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
566,587,5,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,5
567,184,16,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
568,198,0,0.95,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
569,1873,0,-1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,5
570,343,4,-0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,2026,5
571,155,5,-0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2026,5
572,184,11,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
573,118,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
574,135,3,0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,5
575,297,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,5
576,155,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,4
577,194,6,-0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,4
578,184,0,-1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2026,4
579,223,0,-0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,4
580,449,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,4
581,222,0,-0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,4
582,36,3,0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2026,4
583,34,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,2026,4
584,399,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,4
585,19,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,1
586,568,3,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,1
587,46,0,-0.8,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,12
588,281,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,12
589,252,10,-0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,12
590,54,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,12
591,275,10,-0.6,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,12
592,292,10,-1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,12
593,30,0,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,12
594,193,0,-1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,12
595,325,0,-0.8,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,12
596,254,0,0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,12
597,252,20,0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,12
598,153,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2025,11
599,306,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,11
600,159,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,11
601,36,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2025,11
602,301,14,0.85,0,0,1,0,0,0,1,0,0,0,0,0,0,2025,11
603,215,5,0.85,0,0,1,0,0,0,0,0,0,0,0,1,0,2025,11
604,318,4,0.85,0,0,1,0,0,0,0,0,0,0,0,1,0,2025,11
605,346,13,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,11
606,363,0,0.95,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,11
607,251,0,0.85,0,0,1,0,0,0,0,1,0,0,0,0,0,2025,11
608,47,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2025,11
609,264,3,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,11
610,341,13,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,11
611,367,0,-0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,11
612,333,10,-0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,11
613,378,10,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,11
614,253,9,-0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,10
615,31,0,0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,10
616,24,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,10
617,272,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,10
618,679,0,0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,10
619,316,0,0.95,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,10
620,328,16,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,10
621,350,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,10
622,395,0,-0.8,0,0,1,0,0,0,0,0,0,0,0,0,1,2026,2
623,408,28,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,10
624,304,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,10
625,312,3,0.85,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,10
626,194,0,-1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,10
627,338,0,-0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,10
628,228,5,-0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,9
629,361,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,9
630,170,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,9
631,291,0,-1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,9
632,156,0,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,9
633,128,0,-0.8,0,0,1,0,0,0,0,0,0,1,0,0,0,2025,9
634,22,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,1,2025,9
635,141,5,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,7
636,306,0,0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,7
637,415,10,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,6
638,533,0,0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,6
639,643,3,-0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,5
640,272,10,0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,5
641,217,0,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,5
642,274,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,4
643,200,0,-0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,4
644,204,0,0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,3
645,218,10,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,3
646,276,3,0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,3
647,194,10,-1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,3
648,351,0,0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,3
649,231,0,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,3
650,262,0,-0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,3
651,266,0,0.8,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,3
652,248,0,-0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,3
653,403,0,-0.95,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,2
654,311,0,0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,2026,2
655,65,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,2026,2
656,186,7,-0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,2
657,230,10,0.85,0,0,1,0,0,0,0,0,1,0,0,0,0,2026,2
